state,county,population,white,all_workers,public_transit,bike,walked,all_female_marital,female_married,poverty_status_denominator,in_poverty,median_income,housing_units,housing_units_single_detached,housing_units_single_attached
39,085,229602,212818,114382,890,149,1613,97930,50730,226785,20848,56809,101468,74424,6240
39,087,62100,59292,23771,118,0,159,26041,12872,61209,10652,42981,27474,20092,329
39,089,167911,156194,79463,274,188,2033,69500,38360,163947,20271,55777,69621,53150,2152
39,091,45564,43391,19668,54,28,434,18651,10556,44916,7606,48416,23152,17456,458
39,093,302465,257939,134656,880,653,2988,125675,63349,292688,42680,52610,127901,95509,7151
39,095,438167,321231,188659,2585,425,4077,183919,78073,428014,90339,41751,202323,137661,8433
39,097,43326,39277,17979,36,41,540,15819,8705,38606,4476,54331,15904,12133,543
39,099,235809,189613,99499,1166,37,1344,101882,44829,228086,40784,41350,111564,84419,3926
39,101,66171,59735,25548,149,0,275,25261,13430,59947,11438,42904,27797,21373,493
39,103,174091,166811,86386,469,82,1021,71377,41879,172547,13015,66296,69919,54585,4415
39,105,23564,22983,8431,11,0,169,9820,5279,23237,5346,35970,11101,7821,76
39,107,40789,39781,19973,36,108,290,16166,9601,40132,3541,52033,17655,14100,226
39,109,103145,97474,47639,221,91,652,42675,23100,101967,13076,51847,44274,34581,1330
39,111,14590,14307,5496,88,0,173,6018,3458,14403,2705,41394,7525,6023,13
39,113,534801,394526,230951,5184,768,5910,228589,100159,517174,95667,43281,254466,170019,15946
39,115,14977,13967,5726,39,0,161,6228,3739,14649,2851,38696,7858,5730,78
39,117,34991,34155,15662,63,0,158,14031,8113,34380,4608,51444,14117,10957,113
39,119,85947,79668,36089,104,51,737,36238,18043,83487,16058,40937,37906,27081,430
39,121,14561,13413,4205,2,0,89,5381,2972,11953,1641,37126,6037,4805,18
39,123,41304,39546,18883,144,56,260,17505,10246,40714,4204,53599,27950,20238,605
39,125,19293,18398,8437,40,0,119,7838,4654,18992,2666,45404,8718,6876,62
39,127,36000,35195,14380,81,5,310,14454,8269,35641,6689,41892,15162,11164,107
39,129,56279,52937,23756,67,0,362,21564,12117,51615,6597,55678,21225,16792,421
39,131,28504,27466,9590,31,72,75,11579,5783,27939,6765,39989,12534,8213,148
39,133,161553,148225,78558,421,181,2208,69880,32609,154763,24686,53027,67815,44340,4321
39,135,41887,40825,18947,71,45,387,17321,9748,41232,5280,48147,17870,15086,283
39,137,34256,32839,17352,98,12,210,13555,8514,33862,2253,61036,13762,11724,225
39,139,122813,107035,49219,355,93,1018,49611,25736,115397,18834,42042,54421,40221,1813
39,141,77552,70092,28590,207,65,518,29837,15830,71266,13820,43450,31933,23231,481
39,143,60498,54865,27622,182,14,724,24958,12870,59442,8725,46099,26293,20637,490
39,145,78520,74146,27108,25,27,755,32683,16283,74570,18284,36945,34100,24144,571
39,147,56100,52822,24797,65,235,888,22988,11743,53171,9068,44947,24028,18925,464
39,149,49165,46578,22772,35,9,391,19530,11346,48525,5553,51266,20210,15071,696
39,151,375090,333037,168675,1780,229,2574,160024,79386,365918,54931,46290,165278,122661,6428
39,153,541464,434336,250838,4513,256,3342,231363,109535,532863,78494,50082,245178,172756,13223
39,155,207596,184529,85716,313,101,957,88915,43401,203421,35147,43226,95799,72524,2653
39,157,92616,89816,41535,114,241,837,38439,20935,91361,13033,44656,40062,30236,790
39,159,53090,49203,24352,47,19,286,22186,12585,49554,3923,64758,19650,15738,473
39,161,28612,27659,12622,10,53,274,11878,6771,28095,3747,46436,12662,10607,159
39,163,13319,12955,4881,9,0,85,5382,2936,13222,3000,37984,6240,4112,87
39,165,217623,196081,102396,635,37,767,84938,52637,211511,12162,73177,82152,63139,5426
39,167,61473,59223,25354,56,5,618,26456,14254,59545,9859,43512,28197,20529,303
39,169,114978,109889,52442,106,181,2488,46694,26045,111162,14888,49244,45861,33031,1759
39,171,37493,35830,16226,32,62,353,15380,8036,36273,5257,42455,16593,12860,370
39,173,128139,118162,61921,240,395,2661,54710,26194,121155,17923,52758,53588,35162,1759
39,175,22535,21912,10596,62,1,163,9252,5391,22095,2490,46904,9890,7704,143
40,001,22380,10086,8243,39,14,186,8769,4623,21985,5996,33325,9198,6484,194
40,003,5703,4583,2168,3,11,60,1874,1131,4648,648,47684,2750,2510,7
40,005,13958,10377,4642,13,0,81,5357,3080,12549,2832,37519,6339,4692,27
40,007,5581,4595,2611,14,0,74,2246,1435,5500,505,52386,2658,1944,13
40,009,22941,19551,9510,12,20,87,8219,3993,20905,3018,49027,9763,7090,259
40,011,9832,7827,3542,3,0,55,3711,2353,8057,1223,44183,4847,3709,53
40,013,43595,32408,18269,56,32,366,18056,9439,42223,7503,38743,19760,13822,307
40,015,29551,18499,10794,51,11,134,11151,5674,27938,5688,40170,13183,10505,47
40,017,122832,101400,59537,95,94,347,48329,28254,120441,9003,64200,46382,38006,816
40,019,48288,36042,20332,133,49,379,19657,10119,47480,7397,43280,21321,16889,615
40,021,47860,25428,18909,101,83,465,19577,9609,45836,10370,37230,21584,13456,176
40,023,15175,9595,5331,53,0,84,6268,3108,14963,4152,30282,7526,5538,96
40,025,2390,1979,1128,0,0,59,970,593,2349,484,45647,1577,1244,12
40,027,264934,210518,129278,691,1059,2376,108015,55123,253261,33656,55626,107432,75385,2810
40,029,5877,4255,2180,12,0,50,2431,1278,5785,1223,38141,2808,2312,24
40,031,125647,80999,57271,506,69,2212,47687,23495,115929,20891,46302,51317,36399,1742
40,033,6157,4904,2554,3,0,32,2520,1483,5999,1010,45877,3016,2592,31
40,035,14792,9851,5681,25,22,113,5977,3032,13949,2488,38273,6744,5566,60
40,037,70607,56295,29242,61,28,286,28783,16154,69598,10716,44003,29894,21915,200
40,039,28506,23782,13545,20,0,329,11243,5790,26984,4486,45056,12322,8397,209
40,041,41415,27625,15123,10,0,374,17401,9771,40730,8737,36198,24865,16333,644
40,043,4817,4264,2033,3,2,77,1902,1145,4704,645,49087,2445,2040,19
40,045,4113,3875,1841,7,0,45,1658,1030,4075,638,50060,2285,1894,18
40,047,61663,51258,28541,116,92,387,24420,13488,60012,7922,46726,26816,21988,505
40,049,27421,22430,10663,19,6,166,11199,5978,27047,5158,38716,12814,10606,95
40,051,53161,45459,23196,37,22,287,21580,12447,52295,7057,51394,22334,17274,208
40,053,4523,4101,2084,1,4,72,1853,1060,4405,412,48345,2482,2191,5
40,055,6144,4844,2278,0,0,52,2155,1146,5046,716,41020,2736,2329,43
40,057,2883,1998,1098,0,0,14,1179,669,2769,641,31285,1550,1466,5
40,059,3747,3575,1822,2,0,62,1482,883,3700,571,47703,1902,1592,2
40,061,12839,9591,4532,11,0,124,5188,2898,12708,2341,35764,6041,4416,10
40,063,13840,9421,4447,36,0,86,5277,2815,12122,2706,34439,6224,4925,59
40,065,26275,19722,11885,22,10,344,10363,5727,25248,4045,42029,12106,9926,385
40,067,6377,5281,2478,5,5,26,2574,1403,6188,1358,34080,3394,2823,29
40,069,11043,7921,3871,14,0,102,4556,2301,10731,2127,37845,5157,3862,5
40,071,45781,36534,19460,69,64,534,18514,9312,44727,8126,41806,21655,17966,252
40,073,15202,13150,7356,3,0,108,5969,3493,14984,1030,58890,6431,5028,3
40,075,9379,7466,3934,43,11,53,3816,1980,9150,2219,37431,5189,4210,188
40,077,10921,7593,3887,9,0,138,4395,2326,10465,1781,39563,4950,3760,42
40,079,50048,37712,17855,30,65,347,20021,10857,48562,11320,35970,21548,16494,139
40,081,34366,29515,14338,11,20,220,13875,8031,33945,5294,43746,15218,10845,209
40,083,43700,35699,19254,62,6,477,17859,10617,42373,5361,54303,17228,12803,332
40,085,9574,8161,4029,24,2,57,3916,2302,9481,1408,44461,4534,3238,45
40,087,35860,30168,16288,0,53,158,14125,8693,35581,3807,55741,14328,11295,208
40,089,33164,21892,11970,54,15,194,13444,7301,32582,8004,33012,15542,11947,172
40,091,20334,14275,7130,59,0,128,8665,4691,20000,4145,36718,13373,8280,82
40,093,7639,6847,3541,0,0,78,3030,1934,7562,1084,50319,3663,2819,29
40,095,15964,11696,5962,74,7,66,6554,3861,15704,2710,39028,10006,6145,81
40,097,41084,27951,16285,9,9,224,16534,9616,40351,8329,42076,19239,13675,197
40,099,13656,10348,6067,12,0,129,5522,2990,13195,2089,46536,6763,5398,39
40,101,70519,43181,26975,69,27,428,28903,15031,66679,14679,40133,30911,22543,521
40,103,11498,9646,5068,24,0,106,4680,3060,11358,1612,44775,5333,4421,20
40,105,10555,7315,4167,0,0,65,4308,2453,10311,1722,40203,4822,3455,45
40,107,12260,7869,3943,41,0,116,4492,2390,11257,2977,35586,5291,3771,58
40,109,743145,510048,345320,1866,776,5765,301035,144588,727947,134399,46584,324171,227226,9922
40,111,39606,26159,14557,28,27,430,16046,7650,38157,7626,38683,17836,13085,153
40,113,47937,31507,19305,35,1,189,19372,10844,46374,7433,44748,21304,16110,219
40,115,32086,22266,12801,27,22,274,13193,6877,30930,6959,36616,14057,10858,165
40,117,16566,13247,6719,21,14,206,6745,3794,16360,2377,43947,7744,5557,45
40,119,78723,63696,36257,532,691,1981,32255,14315,70737,17878,37637,34432,21161,756
40,121,45220,32632,18166,62,2,225,18080,9738,42885,8457,41339,22768,17180,166
40,123,37873,27127,16976,56,39,435,15729,7449,36527,7030,42566,16674,12944,163
40,125,70700,53875,29216,68,73,522,29781,15576,67156,12506,44250,29439,22356,461
40,127,11315,8522,3975,8,0,94,4764,2560,11144,2786,32462,6111,4748,24
40,129,3743,3392,1594,2,0,34,1444,817,3704,578,53194,1906,1498,18
40,131,88444,66742,40930,59,41,289,35643,21811,87133,8101,57843,35753,28369,470
40,133,25460,17402,9340,8,11,185,10451,5203,24791,5718,35607,11648,8779,85
40,135,41720,27523,15592,41,0,148,17008,9450,41094,9606,37483,18737,13280,163
40,137,44900,38034,18155,109,52,297,18578,10254,44119,6664,43519,20666,17054,316
40,139,21495,13701,10783,0,2,270,7891,4932,20970,2572,50172,8177,5509,192
40,141,7811,5823,3019,9,16,105,3086,1798,7460,1807,36592,4066,3506,22
40,143,616128,441257,290778,2235,764,4141,251253,122597,606128,95533,48926,272805,189306,7176
40,145,74767,56813,33581,53,36,173,29896,17715,74278,8382,56189,30228,23594,321
40,147,51564,40588,22387,60,74,448,21830,11790,50652,7245,48870,23544,18723,504
40,149,11622,10621,5028,4,14,100,4634,2928,11374,1646,47300,5467,4416,365
40,151,8958,7948,4178,0,0,99,3447,1812,7969,1291,52188,4461,3633,15
40,153,20697,18842,9360,50,5,174,7576,4305,19704,2854,54387,8867,6435,111
41,001,16049,15273,6253,8,87,339,6692,3938,15542,2849,40576,8832,6282,233
41,003,86034,75656,38407,926,3095,3305,36848,16546,81105,18380,49338,36701,21706,1409
41,005,384697,344291,177053,5257,798,3583,160635,88672,381769,37218,64700,158669,108969,6578
41,007,37236,33790,17067,271,222,1262,15811,8391,36452,5749,47337,21693,15238,707
41,009,49325,45668,19787,182,77,424,20263,11458,48771,6413,54605,20678,15167,317
41,011,62678,56070,23019,182,34,943,27094,13609,61495,11071,39193,30511,21355,583
41,013,20798,19298,7445,11,27,275,8856,4974,20639,4291,36158,10259,7144,262
41,015,22341,20615,7774,0,0,511,10102,5269,22161,3406,41939,12618,7382,539
41,017,163141,152132,69913,445,1222,1910,68095,37686,161970,24318,49584,80945,59779,2836
41,019,107156,99464,38207,110,296,1186,45793,25007,105767,20807,40820,48918,32739,1645
41,021,1926,1893,858,6,4,59,790,503,1912,150,46490,1135,868,3
41,023,7325,6995,2778,24,34,141,3150,1774,7217,1114,37258,4321,3008,70
41,025,7253,6680,2839,18,28,110,2962,2010,7143,1508,35828,3817,2321,21
41,027,22620,20272,11055,10,105,725,9133,4957,22303,3493,56417,9390,6845,117
41,029,206583,189271,84039,1226,1167,3068,87990,44022,204115,36325,44086,91308,58335,4498
41,031,21830,15363,7853,23,74,352,8415,4272,21018,4383,46588,9804,6522,109
41,033,83021,77510,27682,100,203,580,35968,18627,82044,16144,37447,38015,26390,1241
41,035,65985,58193,25706,107,252,1008,27303,14445,64921,12068,39534,32812,22350,1523
41,037,7854,7065,3213,0,18,206,3152,1796,7393,1316,34535,4418,2800,42
41,039,354764,314521,152607,4768,6663,7649,153051,70624,347686,70817,43685,156815,98756,8261
41,041,46138,40372,19253,320,68,879,20435,11261,45595,7801,42429,30656,20503,627
41,043,118270,109302,47276,276,626,1089,48587,25867,116976,22801,44965,48988,33417,1410
41,045,30740,25589,10381,14,94,562,10821,5828,27612,7839,34380,11654,7627,255
41,047,320448,258742,131285,2090,1509,5255,127168,64638,310823,59272,47360,121706,77001,5676
41,049,11217,9725,4657,13,0,230,4187,2444,11171,2157,50443,4442,2716,61
41,051,757371,591097,375393,40771,19749,19376,320006,138722,742445,137391,52845,326952,183478,13966
41,053,76464,66769,30864,209,359,1114,32318,17224,74708,12727,51880,30445,20670,1030
41,055,1790,1659,759,3,6,37,742,408,1773,344,39960,899,594,0
41,057,25334,23191,9641,91,73,519,10664,5790,24544,4327,43037,18419,14300,324
41,059,76645,65801,31023,141,134,1278,28389,14701,72476,12381,47185,29667,19796,635
41,061,25736,23908,10554,107,198,847,10813,6095,24993,4700,43265,11495,7502,255
41,063,6893,6605,2952,5,40,242,2954,1602,6807,944,41522,4086,2928,119
41,065,25387,21852,10310,175,60,485,10430,5832,24878,4196,43226,11399,7430,243
41,067,547451,423536,264018,15816,2885,7710,222348,118031,541437,64022,65272,215140,126285,16828
41,069,1357,1274,571,9,3,59,621,374,1328,243,34808,915,684,8
41,071,100486,88226,42744,378,433,2633,40490,21547,94885,15851,53864,37292,25013,2160
42,001,101566,93835,49589,237,114,1954,42918,23724,97195,9668,60068,41078,30774,3127
42,003,1229172,996737,592946,53928,3076,24738,543210,245921,1195755,154639,52390,589211,367343,60451
42,005,68343,66840,29972,143,17,869,29025,16303,67532,8972,45375,32442,24520,1144
42,007,170124,154687,78255,1059,16,2157,74390,37913,167300,20218,50242,78340,57714,3639
42,009,49332,48310,21759,31,78,501,20549,12022,48580,6575,44692,23984,17868,380
42,011,413016,346306,192172,3546,334,5848,171706,87507,400042,57239,55798,164822,91144,38597
42,013,126708,121835,56627,204,74,2085,54421,27119,123534,17592,43871,56211,39827,2469
42,015,62510,60929,26348,58,30,1362,26061,14269,61488,8106,48418,30082,21440,315
42,017,626205,559457,314471,9559,506,5355,264751,146994,617670,36276,76824,246231,155431,37820
42,019,185034,178464,88945,799,102,2257,77962,43961,179822,16050,59365,79095,55029,5283
42,021,140835,132205,57694,689,28,1815,60288,29927,132831,19846,42304,65426,48102,4416
42,023,4939,4850,2193,0,12,196,2147,1136,4866,623,41157,4422,3363,25
42,025,64874,62321,28247,81,79,942,27524,15049,63898,7112,49913,34374,24247,5684
42,027,156240,138722,72176,2909,1392,6741,64969,27831,139471,28344,50295,64043,37406,4859
42,029,506422,438969,253246,7122,356,8046,208558,116327,493535,34936,86093,194095,119565,34319
42,031,39437,38259,16939,42,22,886,17200,8677,37681,7135,42880,19920,14323,155
42,033,81472,77842,33654,75,15,1112,32947,17611,76142,11404,41510,38594,29066,387
42,035,39611,38161,17217,70,8,596,17027,8207,37005,6248,44329,19045,13427,776
42,037,67089,64049,30360,149,32,1435,30010,14306,62846,9925,46367,29595,20455,1713
42,039,87801,84279,36739,65,96,1989,37345,19726,83986,13134,43622,44581,32311,857
42,041,239420,215249,118698,815,552,4835,101712,53110,225892,19555,61417,101370,61908,14961
42,043,269946,195993,129285,3169,143,4020,114609,55143,265172,36145,54337,121125,60285,26910
42,045,560775,401730,260101,25303,569,9886,240400,109815,539465,56868,64174,222430,100265,66908
42,047,31584,31045,14720,87,0,497,13344,7288,31140,3214,46576,17542,14184,128
42,049,280132,246195,125712,2100,319,5165,117418,55892,267836,44743,45703,119506,77553,5178
42,051,135376,125855,52418,301,23,1172,57983,28583,131497,25018,38879,62810,44191,2875
42,053,7649,5430,1529,0,0,92,2068,1195,4265,677,36037,8725,6924,31
42,055,151517,141071,69308,153,171,1671,62885,34300,148872,17270,53394,63779,43377,5846
42,057,14747,14338,6414,10,0,168,6016,3658,14636,1709,48452,7115,5482,76
42,059,38171,35245,14541,8,0,467,15435,8327,33828,4917,46485,16440,11738,497
42,061,45950,42559,18263,54,21,1215,18116,10153,40785,5601,44163,22402,17242,477
42,063,88301,83466,37884,199,189,1994,37581,18620,82870,14223,45168,38352,25827,899
42,065,44935,44071,19307,56,23,748,18836,10623,44075,6554,42295,22422,17174,248
42,067,24793,24016,10886,21,18,362,10147,6101,24452,3027,47269,10998,8416,433
42,069,214023,199025,95629,1343,224,3889,93563,43328,206077,29226,46056,96747,62331,6638
42,071,526839,468217,251413,3229,1772,8699,217198,120509,512222,54151,57120,204772,114477,41112
42,073,89859,83876,38604,397,18,892,38936,20028,87472,12660,43991,40887,31128,1030
42,075,135184,119698,63075,292,279,2327,56522,30468,131886,14379,56173,55843,33874,9909
42,077,354537,283138,163372,3422,450,4464,149420,73657,345265,46131,55681,143082,69232,35486
42,079,320392,291506,142911,1541,258,4640,137622,64214,308711,50295,45118,148551,93805,20152
42,081,116676,107551,52779,794,226,2058,49708,24991,111109,16395,45877,52586,36495,3266
42,083,43024,40866,17463,41,39,753,17537,8523,39828,6622,42913,21136,16560,249
42,085,115739,105827,48711,159,117,1635,49352,24954,108475,15185,43715,51666,37952,1591
42,087,46705,45553,19145,45,16,815,19497,10389,45877,7248,40947,21539,15369,2076
42,089,168342,132910,73083,3348,38,1598,70703,36387,165152,20716,57748,80569,66303,4884
42,091,809372,658510,408019,21406,886,11464,343700,184429,789516,50688,79926,326528,176985,65427
42,093,18475,17489,8442,84,27,423,8071,3933,17766,1875,53604,8013,5410,685
42,095,299225,258567,139497,2390,262,3416,127571,66574,288350,28378,61041,120787,70763,24697
42,097,94294,89921,40275,121,102,1152,39223,21485,89517,12673,41560,44995,25794,10776
42,099,45788,44477,22189,120,25,487,18815,11092,45066,4355,57417,20444,14871,1178
42,101,1546920,642945,611077,161785,12155,51803,674454,205528,1503859,401219,37460,669642,54848,392258
42,103,56883,50800,23140,497,3,820,23952,13970,56118,5482,58906,38482,34825,994
42,105,17451,17076,6931,6,6,414,7210,3917,17152,2475,41862,12891,10403,100
42,107,147146,138936,62350,362,27,2314,60806,31275,139848,18679,45020,69232,37874,19331
42,109,39922,38706,18565,76,185,467,16675,9201,37609,4139,48718,16090,12146,839
42,111,77011,73765,32678,32,36,855,31396,18045,72475,9206,44255,38054,26979,2260
42,113,6400,6070,2458,10,4,109,2783,1442,6226,920,41786,6304,5023,124
42,115,42708,41833,18823,35,2,463,17797,10129,42230,5354,49948,22993,17599,175
42,117,42358,41199,17930,105,55,1069,17921,9699,40821,6199,45863,21452,15149,277
42,119,44955,39409,17281,2,145,749,16999,8890,35737,4217,48827,17027,12281,968
42,121,54265,52530,23603,153,18,1021,23108,12534,53124,8487,43291,27385,20904,262
42,123,41218,40291,18027,86,97,939,17377,9635,40221,5224,44391,23445,17764,276
42,125,208157,195764,96636,1411,113,2697,90021,46400,203251,21377,55323,93442,69109,5474
42,127,51967,48993,20658,202,10,539,20884,11700,48235,6255,49285,31795,26771,472
42,129,362587,344938,169271,1897,148,4024,158234,84369,354629,36593,51593,168299,127228,7673
42,131,28229,27482,12760,44,0,262,11693,6457,27518,3118,51021,13296,10198,168
42,133,438052,388492,211523,1745,579,4043,181830,99615,429027,44374,58906,179812,114930,30462
44,001,49338,47039,23734,549,73,1017,21738,11201,46271,3129,69240,20823,14216,477
