state,county,population,white,all_workers,public_transit,bike,walked,all_female_marital,female_married,poverty_status_denominator,in_poverty,median_income,housing_units,housing_units_single_detached,housing_units_single_attached
18,123,19452,18475,8174,16,15,101,7326,4121,17646,2241,47309,8497,6608,73
18,125,12733,12652,5629,28,0,73,5207,3223,12486,1458,43065,5758,4457,9
18,127,165819,153218,76042,960,330,1087,68749,36764,162110,18424,62818,66572,49776,2193
18,129,25641,24803,12080,5,22,126,10537,6326,25370,2879,59969,11257,9474,37
18,131,13130,12727,5642,17,17,118,5304,3054,12833,1816,42910,6056,4849,42
18,133,37728,35218,15223,11,108,934,14795,7491,32059,3030,49914,14757,11467,225
18,135,25801,25012,11129,35,6,234,10663,5928,25339,4266,41537,11686,9466,212
18,137,28601,27814,12723,47,3,201,11731,6830,28097,2372,50364,12033,9353,366
18,139,17147,16704,7696,37,11,122,7016,3933,16875,2649,46021,7485,6316,21
18,141,266916,212899,119789,1700,811,4118,111344,51351,254923,44941,45012,115162,86874,3023
18,143,23897,23360,9423,0,0,67,9806,4945,23425,4610,43739,10430,7263,298
18,145,44428,41793,20835,46,44,183,18240,9391,43546,5316,52341,19070,15145,514
18,147,20893,20050,9558,0,0,124,8450,5026,20554,2424,53073,8878,7141,47
18,149,23215,22283,9178,33,9,135,9575,5269,23096,4195,40357,10971,9405,97
18,151,34190,31736,15736,53,91,233,13904,8073,32736,3703,48750,19418,15003,196
18,153,21227,19885,7943,25,40,88,7910,4436,19012,3484,45176,8890,6824,191
18,155,10514,10222,4291,21,0,49,4099,2209,10366,2097,44447,5024,3714,45
18,157,178135,152528,82185,2515,994,4649,71935,30932,164040,36458,44474,72427,43648,2648
18,159,15688,15289,7225,0,51,130,6573,3836,15484,1459,53340,6975,5882,177
18,161,7382,7124,3453,2,5,38,3070,1703,7290,777,47083,3220,2593,45
18,163,180877,155829,84903,1370,414,1769,77031,34474,173822,28127,43067,83221,57864,1689
18,165,15952,15681,6737,46,0,149,6705,3258,15594,1986,44088,7474,6273,55
18,167,108264,94863,46517,516,286,1607,44213,19480,98788,19566,41175,46223,33192,897
18,169,32492,31189,14475,62,23,496,13743,7457,30562,4567,45657,14135,11343,297
18,171,8421,8236,3889,18,0,20,3449,2044,8262,568,56642,3672,3238,14
18,173,60538,57344,29221,19,33,193,24668,15113,59254,5428,62747,24539,20356,424
18,175,28017,27517,11662,12,11,112,11387,6334,27534,4191,42424,12213,8811,92
18,177,68360,61682,27592,139,90,688,28959,14351,65750,13862,37932,31225,23367,830
18,179,27732,27057,13176,13,81,288,11318,6626,27093,3065,49050,11702,9513,101
18,181,24485,23296,11207,27,37,180,10064,5956,24096,2666,51250,12985,10256,142
18,183,33307,32235,16079,43,27,166,13460,7423,32762,2912,54023,14378,12146,165
19,001,7543,7447,3867,12,0,125,3138,1840,7302,631,47264,3674,3216,5
19,003,3937,3837,2020,5,12,54,1674,1043,3862,423,47335,2001,1774,13
19,005,14152,13697,6859,7,12,437,5667,3519,13788,1602,47886,7623,5874,90
19,007,12754,12452,5519,3,0,116,5319,2934,12587,1770,41525,6610,5152,46
19,009,5935,5810,2991,7,2,169,2571,1506,5731,538,47556,2991,2782,26
19,011,25895,25194,12799,16,14,378,10362,6649,25604,2218,59186,11089,9605,107
19,013,131947,113211,64968,257,372,3002,55840,25892,125997,20919,47002,56375,39321,2152
19,015,26326,25635,13022,75,8,362,10847,6112,25635,2739,52714,11771,9255,314
19,017,24481,23710,12500,26,37,950,10316,5855,22801,1812,61619,9999,8264,181
19,019,20947,20458,10134,19,12,526,8247,5104,20645,1860,56393,8988,7620,139
19,021,20460,16533,10186,13,59,430,7874,4271,19326,2337,48010,8228,6340,159
19,023,14966,14723,7203,32,23,235,6149,3845,14692,1356,51701,6700,5959,39
19,025,9980,9617,4486,11,4,136,4090,2370,9383,1379,44934,5098,4456,34
19,027,20702,20090,10772,48,29,397,8569,4732,20300,1941,48998,9402,7773,218
19,029,13694,13393,6517,34,44,255,5745,3174,13428,1795,43960,6587,5428,49
19,031,18434,17957,9661,9,40,259,7577,4668,18165,1459,59672,8065,6765,221
19,033,43707,41605,22280,244,99,867,18834,9504,42550,5876,45012,22182,17338,549
19,035,11982,11627,6122,5,0,158,4987,2898,11559,1100,50828,5785,4850,36
19,037,12329,12124,5938,13,28,262,4973,3084,12156,1192,46020,5670,4886,73
19,039,9284,8993,4311,38,0,132,3678,1930,9012,1601,42430,4128,3210,134
19,041,16555,15913,8483,37,72,305,6944,4027,16125,1721,49438,8067,6165,212
19,043,17900,17477,8885,28,13,418,7331,4388,17595,2049,47725,9018,7375,125
19,045,48663,45660,23154,202,19,537,20193,10611,47883,6819,49849,21762,17173,276
19,047,17259,15800,8010,11,4,201,6664,3942,16952,3107,47437,6959,5762,66
19,049,72124,66408,38618,50,17,530,27990,16575,71621,5000,74876,28480,19465,3159
19,051,8765,8641,3729,11,7,194,3349,1894,8620,1929,46048,3585,3010,36
19,053,8286,7915,3569,4,54,283,3437,1819,7545,1417,38275,3839,2949,29
19,055,17578,17299,9339,2,4,316,7094,4105,17163,1457,54801,8032,6987,137
19,057,40265,36712,18093,55,62,434,16880,8388,39578,6147,42146,18493,14159,416
19,059,16877,16461,8687,32,57,279,7128,4413,16522,1135,56086,12996,9638,308
19,061,95166,89409,49384,472,142,2027,39231,20638,91209,10497,53410,39770,28193,1337
19,063,10068,9571,5078,20,200,198,4175,2237,9418,1102,48545,4761,4128,54
19,065,20693,19958,9743,22,40,515,8527,4575,19907,2558,45443,9550,8110,69
19,067,16153,15428,7858,27,41,284,6644,3666,15881,2170,43169,7510,6335,74
19,069,10572,10020,5141,6,5,260,4332,2558,10426,1440,48218,4872,4348,30
19,071,7200,7018,3462,3,4,144,2963,1729,7011,724,52221,3450,2995,0
19,073,9232,9052,4269,0,40,191,3924,2260,9061,1211,47255,4530,3907,53
19,075,12403,12182,5994,0,30,302,5084,3125,12212,851,55896,5534,4776,92
19,077,10794,10535,5191,5,11,237,4433,2724,10590,1210,50238,5775,4771,330
19,079,15363,14400,7325,0,5,388,6330,3670,15098,1808,47358,7195,5843,180
19,081,11175,10829,5594,16,24,166,4557,2808,10992,968,52057,5303,4548,49
19,083,17406,16754,7961,19,63,284,7216,4262,16525,1546,50941,8201,6786,103
19,085,14600,14261,7281,18,2,213,6017,3480,14289,1371,53506,6708,5653,107
19,087,20197,18570,8905,38,6,289,7987,4197,18864,3051,49036,8274,6507,135
19,089,9529,9371,4762,28,24,226,3801,2118,9319,1160,47300,4373,3812,61
19,091,9731,9466,4575,8,14,154,3978,2278,9539,1123,47500,4672,3852,87
19,093,7085,6946,3556,36,22,158,2861,1833,6899,956,45912,3416,2852,19
19,095,16316,16024,8541,24,3,413,6712,4223,15997,1556,58553,7248,5839,179
19,097,19656,19156,9582,46,10,289,8175,4940,19440,2160,47004,9434,7480,70
19,099,36715,35336,16916,96,26,276,14612,7949,34617,3926,52430,16156,12602,366
19,101,17102,14806,8011,19,185,511,6800,3418,15305,2139,44688,7570,5275,27
19,103,136802,116059,74856,4609,1820,7223,57200,24728,128680,22733,54985,57280,28269,6272
19,105,20607,19698,9727,15,0,322,8103,4818,19203,1946,54264,8901,6998,136
19,107,10361,10170,4931,11,3,182,4230,2406,10172,1319,44745,4901,4294,26
19,109,15347,15030,7671,25,38,241,6392,3833,15060,1293,52345,7495,6548,77
19,111,35552,33202,16169,46,32,467,14678,7448,34741,5616,43314,16221,12530,287
19,113,214927,193587,111602,1088,494,2685,87728,45729,209770,20005,59560,93474,62852,4384
19,115,11305,10387,5448,3,3,83,4461,2546,11140,1329,52750,5019,4087,24
19,117,8785,8637,3888,27,2,78,3592,2064,8641,1345,43280,4225,3505,39
19,119,11680,11421,5843,2,3,276,4497,2946,11509,908,54344,4904,4458,51
19,121,15629,15277,7519,19,0,179,6214,3938,15399,1333,56661,6618,5508,160
19,123,22420,21389,10656,61,82,450,9036,4917,21699,3159,48750,9735,7697,82
19,125,33308,32138,16506,49,112,722,13458,8024,31641,3040,55419,13949,11055,336
19,127,40922,35280,18854,53,84,637,16187,9138,39712,4730,52354,16779,13081,231
19,129,14946,14556,7098,119,0,174,6111,3624,14641,1061,65160,6107,5118,93
19,131,10744,10577,5072,4,58,279,4433,2629,10483,1159,47326,4876,4286,149
19,133,9149,8841,4002,0,0,208,3821,2121,8911,1016,41238,4714,3937,7
19,135,8019,7927,3626,0,0,61,3259,1762,7825,854,47297,3901,3031,39
19,137,10549,10228,4588,19,0,156,4472,2392,10319,1743,43566,5217,4332,36
19,139,42857,39584,20427,51,26,471,17070,9350,42042,5658,52899,17924,13471,332
19,141,14173,13470,7116,114,31,358,5836,3593,13882,1403,52458,6635,5327,156
19,143,6279,6033,3242,2,23,203,2571,1604,6140,500,50700,2984,2763,32
19,145,15737,14844,7184,10,21,290,6393,3548,14687,1940,44786,7174,6128,38
19,147,9263,9049,4631,16,20,237,3810,2192,8902,885,46334,4622,3845,31
19,149,24899,24056,12924,7,29,414,10023,6058,24545,1851,57583,10582,9141,217
19,151,7191,6970,3496,8,7,164,2981,1765,7020,1060,45500,3791,3452,30
19,153,445136,379579,231032,2698,725,3568,179720,94163,436449,54642,59844,186938,122942,14006
19,155,93153,88114,45952,358,143,750,38400,19616,90805,11985,51939,39464,29701,827
19,157,18765,17786,9506,40,146,908,8229,4041,17041,1930,51650,8954,7109,162
19,159,5082,4970,2143,0,7,64,2147,1286,4904,809,44032,2612,2236,12
19,161,10162,9966,5026,18,9,188,4268,2491,9935,776,48581,5424,4835,39
19,163,168714,145421,81278,586,215,1380,69157,35220,165638,21155,53704,72487,49643,2976
19,165,12034,11621,5959,51,0,178,5052,2959,11732,1374,49599,5550,4816,55
19,167,34261,31754,18280,89,141,802,13211,8134,31794,2698,59272,12428,10225,453
19,169,91939,81347,48348,2990,987,3349,37694,16718,83142,18222,51270,37350,19434,2148
19,171,17568,15738,8170,8,12,359,7185,4041,17124,2117,54325,7777,6765,103
19,173,6225,6019,3000,0,5,90,2559,1622,6085,839,44939,3095,2634,39
19,175,12554,12249,6152,14,0,161,5286,2777,12253,1624,44134,5917,4889,39
19,177,7487,7359,3399,66,18,209,3041,1855,7392,1089,45057,3645,3083,23
19,179,35406,32875,15808,141,58,337,14767,7634,34422,6575,41519,16063,12534,148
19,181,47058,45614,24531,78,0,480,19302,10893,45275,2829,64956,18748,14359,971
19,183,21906,20888,10947,55,35,411,8924,5369,21449,1820,55198,9510,7373,173
19,185,6385,6247,2698,13,3,96,2661,1516,6268,827,42083,3185,2699,26
19,187,37399,34453,16659,42,128,424,15088,6890,34852,5490,42112,17035,13015,501
19,189,10645,10238,5183,5,26,262,4467,2821,10088,1026,49208,5182,4284,78
19,191,20957,20288,11874,10,103,1949,8930,4674,18553,1450,53735,8757,7381,122
19,193,102372,86770,50677,548,93,820,40778,20780,99389,15434,46015,41463,30707,1134
19,195,7567,7395,3848,25,6,144,3103,1796,7416,966,49977,3537,3096,51
19,197,13007,12505,5888,14,84,203,5296,3082,12744,1448,43082,6503,5387,52
20,001,13212,12282,5720,17,12,281,5484,2939,12732,2296,38712,6249,4828,82
20,003,7962,7607,3607,1,0,94,3089,1689,7828,1157,40567,3718,2888,28
20,005,16737,15217,7395,5,0,445,7077,3287,15584,2848,44648,6971,5602,10
20,007,4898,4736,2443,2,7,97,1962,1196,4832,564,48462,2837,2343,9
20,009,27566,25151,13317,49,38,367,11174,6010,26973,4310,43573,12644,10223,285
20,011,14913,13916,6642,10,54,121,6119,3262,14498,2555,39555,7128,5374,178
20,013,9926,8526,4604,23,8,132,4029,2305,9783,1893,41126,4754,4009,63
20,015,65927,61638,30463,8,24,344,25825,14405,63619,5885,57474,26239,21048,538
20,017,2746,2633,1181,22,3,47,1105,661,2616,297,38633,1499,1226,37
20,019,3572,3198,1489,2,0,85,1468,879,3477,556,39444,2134,1704,17
20,021,21179,19252,9271,0,19,231,8637,5045,20860,3724,40920,9851,7870,58
20,023,2695,2625,1276,0,6,97,1137,671,2652,234,39681,1513,1395,0
20,025,2170,1991,999,0,5,77,887,533,2107,289,43750,1198,1038,10
20,027,8460,8177,4177,2,3,116,3445,1985,8294,922,51375,4048,3540,18
20,029,9414,9123,4333,0,0,264,4008,1910,8915,1544,39509,4633,3847,60
20,031,8493,8209,4010,4,8,107,3468,2045,8349,719,56274,3992,3232,50
20,033,1911,1847,946,0,0,52,796,472,1839,95,44417,959,831,2
20,035,36201,31518,15546,0,6,317,14459,7552,34109,5994,42157,15995,12608,104
20,037,39277,36317,18218,44,133,494,16288,7868,37392,8102,37154,17843,13579,362
20,039,2915,2823,1281,0,0,71,1222,749,2815,419,37396,1811,1539,13
20,041,19641,18636,9151,10,8,339,7961,4786,19256,2187,50123,9036,7465,181
20,043,7904,7265,3754,14,8,166,3196,1794,7247,925,48659,3565,2706,23
20,045,113703,96047,59594,1179,621,3167,48028,18903,104698,19324,50732,47444,26222,4649
20,047,3006,2818,1471,10,0,41,1173,790,2892,351,47101,1632,1433,23
20,049,2734,2586,1124,0,0,57,1188,727,2675,414,38182,1750,1501,7
20,051,28878,27089,16036,78,57,488,11950,5514,27707,4597,45127,12962,8828,334
20,053,6443,5847,2756,1,6,137,2365,1421,5395,479,45417,3218,2686,28
20,055,37099,29341,18352,95,81,378,13524,7607,36448,6252,47994,13276,8877,217
20,057,34604,30298,15993,59,36,223,12374,7124,33799,6247,51374,12055,8108,355
20,059,25834,23989,12061,81,33,277,10451,6048,25030,3437,50415,11136,8782,111
20,061,36458,25289,17055,32,15,396,12917,8071,35609,4633,45660,14893,7373,1521
20,063,2786,2702,1369,0,18,94,1115,770,2720,201,48276,1394,1242,12
20,065,2602,2391,1202,3,4,59,1110,630,2568,326,45192,1488,1241,12
20,067,7856,6103,3572,0,0,119,2859,1895,7777,1090,54478,2933,2051,8
20,069,6043,5919,3072,0,18,140,2311,1406,5947,566,58656,2381,1896,16
20,071,1223,1071,608,0,6,17,534,349,1195,162,51023,590,521,3
20,073,6495,6232,2858,8,12,64,2662,1553,6346,951,39286,4043,3339,3
20,075,2632,2361,1341,7,0,89,961,586,2623,416,44274,1207,989,0
20,077,5906,5666,2720,5,19,78,2385,1447,5734,892,41332,3124,2762,29
20,079,34797,32201,16371,33,170,632,14227,7931,33413,4626,49576,14571,11726,381
20,081,4198,3570,2085,0,4,100,1617,949,4156,475,55742,1659,1257,3
20,083,1941,1915,999,0,4,57,786,502,1907,106,53190,1018,880,36
20,085,13464,11798,6676,8,3,127,5308,3236,13185,1265,55296,5770,4738,108
20,087,18932,18134,9203,30,14,204,7580,4531,18523,1441,56531,8172,6839,75
20,089,3060,2971,1435,0,3,105,1271,842,3026,421,41042,2033,1781,23
20,091,560025,487931,293059,1242,512,2398,227296,126836,554029,35995,75017,229347,154817,20239
20,093,3950,3422,1843,2,0,139,1489,855,3848,317,54732,1560,1115,5
20,095,7820,7601,3374,0,23,218,3236,1778,7612,979,50000,3819,3242,84
20,097,2529,2440,1240,0,10,97,1058,617,2361,377,41211,1225,946,21
20,099,21225,18741,9373,34,13,385,8679,4762,20723,3382,41434,10068,8383,87
20,101,1652,1569,843,0,3,52,707,393,1625,162,54292,967,845,12
20,103,77687,65238,33805,37,176,697,28421,16032,71765,7743,64909,28868,21353,2635
20,105,3180,3109,1503,14,0,78,1320,776,3073,400,43487,1863,1579,21
20,107,9551,9203,3809,8,2,90,3911,2561,9423,1362,46448,5438,4126,30
20,109,2783,2676,1351,0,13,50,1124,667,2737,248,47073,1442,1292,4
20,111,33510,29829,16498,11,101,731,14004,6478,32276,7146,40427,15221,9799,274
20,113,29308,27915,15025,7,68,612,12049,7233,27877,2266,55437,12777,10189,417
20,115,12401,11913,5709,8,35,425,5137,3022,11541,1408,45964,5939,5051,100
20,117,10042,9742,5032,62,28,234,4076,2512,9840,1266,44615,4867,4262,17
20,119,4444,3943,2079,0,2,83,1762,1102,4321,505,51326,1927,1728,2
20,121,32765,31383,15445,0,20,245,13061,7915,31994,2973,60622,13233,11071,229
20,123,6324,6177,3204,32,21,131,2547,1603,6018,628,46836,3294,2803,36
20,125,34602,29451,14689,43,89,624,14273,7279,33521,6102,40716,16507,12992,175
20,127,5808,5589,2829,0,3,139,2428,1490,5688,477,48072,3205,2682,14
20,129,3159,2583,1420,0,0,74,1248,675,3066,319,45638,1458,1120,17
20,131,10136,9875,5066,39,19,345,4018,2479,9791,1149,47141,4565,3873,15
20,133,16453,15608,7585,6,70,147,6600,3548,15888,2641,44879,7617,6414,48
20,135,3104,3007,1552,2,2,82,1345,838,3040,319,48021,1781,1487,25
20,137,5628,5120,2703,0,7,52,2057,1072,4708,433,45484,2527,2135,14
20,139,16165,15592,7090,21,7,190,6548,3883,15943,1930,49716,7510,6023,124
20,141,3811,3725,1846,0,2,67,1606,967,3684,631,38686,2196,1928,12
20,143,6075,5896,2946,2,13,67,2376,1545,5928,538,60098,2770,2295,20
20,145,6959,6304,3086,0,0,156,2466,1163,5999,433,40791,3146,2673,16
20,147,5560,5352,2800,18,8,149,2276,1390,5416,519,44292,3041,2645,38
20,149,22338,20991,10928,8,0,214,8523,5352,21996,2113,60479,8842,7198,167
20,151,9758,9284,4596,1,12,104,4022,2252,9359,1099,49519,4507,3639,83
20,153,2553,2490,1246,0,2,63,1072,680,2520,300,43555,1452,1301,23
20,155,64223,58596,29000,164,136,415,25839,13933,61188,7732,44673,28299,22110,909
20,157,4868,4744,2393,16,30,142,2056,1154,4756,652,40538,2868,2553,24
20,159,10050,9155,4763,9,12,300,4062,2201,9422,1554,46342,4547,3860,116
20,161,74478,62412,39487,76,539,3389,29236,12235,65400,14599,44522,29083,13269,2544
20,163,5174,4970,2489,0,0,77,2115,1348,5014,813,43816,2761,2462,25
20,165,3222,3118,1561,0,0,68,1362,775,3153,326,40746,1825,1666,19
20,167,6959,6653,3518,0,7,88,2880,1650,6844,1038,40369,3893,3429,23
20,169,55793,49138,27828,103,137,533,22569,11317,54267,9526,47745,24218,17813,1171
20,171,4965,4819,2400,0,0,86,2018,1405,4877,301,47079,2276,1918,43
20,173,503788,399555,235403,1219,583,2795,199006,101864,497063,75287,50326,213087,150747,8258
20,175,23319,13869,10668,9,90,256,8203,4671,22772,4162,48621,8096,5355,115
20,177,178600,146429,83045,564,239,1488,74115,36781,174079,28387,49695,79379,56029,3731
20,179,2540,2436,1246,0,8,45,1009,575,2497,211,48750,1264,1155,3
20,181,6078,5667,2858,0,20,55,2317,1340,5923,1094,38528,3132,2326,15
20,183,3779,3652,1812,0,0,117,1573,932,3708,682,42174,2245,2012,21
20,185,4363,4141,2060,0,3,109,1788,1133,4242,636,44180,2310,2077,23
20,187,2187,1520,1060,16,0,67,816,470,2145,152,42146,998,727,10
20,189,5744,4443,2768,0,0,51,2147,1441,5656,734,57614,2296,1676,59
20,191,23763,22466,10746,23,32,295,9481,5541,23284,2969,50310,10847,9064,84
20,193,7947,7650,4267,4,0,201,3338,1739,7594,654,48649,3535,2688,25
20,195,2959,2844,1524,0,3,38,1221,762,2875,188,50670,1640,1395,48
20,197,7034,6796,3377,16,7,85,2751,1767,6876,435,55018,3237,2892,36
20,199,1569,1556,765,0,0,51,580,376,1541,149,48125,823,656,8
20,201,5717,5583,2854,22,9,122,2322,1466,5569,618,42738,2944,2532,32
20,203,2220,2133,1075,0,8,76,817,529,2175,221,57266,965,784,10
20,205,9177,8717,3987,0,10,228,3741,2117,8949,1679,38811,4670,3762,18
20,207,3246,3099,1458,3,0,67,1343,733,3146,590,36863,2015,1681,4
20,209,159466,98930,67522,812,138,1079,62013,26818,157776,38326,39326,66931,47550,4781
21,001,19032,18061,7267,43,0,148,8036,4264,17824,3531,34490,8529,6158,21
21,003,20219,19555,7996,6,0,137,8320,5022,19890,3870,40273,9303,6854,46
21,005,21664,20721,10192,0,38,25,8976,5040,21452,2644,53410,9186,7377,127
21,007,8274,7840,3389,33,0,35,3435,1973,7915,1325,42852,3888,2981,53
21,009,42691,39908,18044,44,0,305,17817,10037,41768,8462,38885,19330,13986,297
21,011,11870,11434,3879,8,0,87,4818,2734,11687,3121,33091,5405,3197,7
21,013,28234,26780,8203,8,54,326,12119,5914,27161,8886,24976,13137,7842,98
21,015,123030,113086,60369,537,162,434,47971,27928,121775,10553,67286,47052,32574,2653
21,017,19972,17990,8588,20,0,222,8335,4203,19645,3472,43521,8969,6782,361
21,019,49242,46653,18049,16,6,650,20607,11224,46848,9246,41739,21728,16199,185
21,021,29150,25992,11754,17,18,463,12287,6330,26616,4195,40853,12363,9191,303
21,023,8459,8382,3472,0,0,56,3401,1896,8395,1431,40194,3836,2586,12
21,025,13663,13379,4202,32,4,144,5709,2984,13311,4199,26094,6223,3299,49
21,027,20076,19214,7251,47,69,135,8154,4617,19660,3574,40039,10608,6884,37
21,029,76093,73541,36148,138,0,320,31133,17443,75538,8185,56199,29939,23706,973
21,031,12797,12544,4875,8,0,49,5210,2744,12508,3417,34581,5880,4063,20
21,033,12880,11943,5314,12,0,124,5492,2906,12662,2560,40135,6280,4942,40
21,035,37981,34755,16674,36,109,978,16840,7354,34424,7341,38589,18146,11380,260
21,037,91268,85686,44705,974,41,1456,38312,18187,88251,12312,54482,39705,24941,1414
21,039,5031,4877,2121,13,0,13,2148,1247,4953,955,39125,2448,1795,7
21,041,10871,10211,4140,0,2,50,4263,2109,10430,3345,39668,4689,2979,9
21,043,27439,26685,9977,55,16,388,11467,6328,26588,4962,37139,12287,7493,85
21,045,16002,15592,5482,0,30,40,6618,3841,15638,4506,30051,7443,5190,56
21,047,74459,54035,29388,105,58,1968,26723,14646,68766,14007,38720,29616,18866,1397
21,049,35633,33140,15408,63,0,373,14940,8080,34973,5433,46554,15727,10479,880
21,051,21446,19959,5502,20,0,129,8194,4313,19522,6965,22626,8866,5612,62
21,053,10192,9827,3418,8,0,14,4172,2211,10029,2430,27285,5279,3476,20
21,055,9254,9028,3386,16,0,88,3741,2232,9063,2020,33356,4564,3381,15
21,057,6829,6496,2449,27,5,25,2947,1423,6726,1749,30813,3659,2483,3
21,059,97631,89538,42397,161,71,1028,40599,21179,94988,15016,45760,41979,31275,377
21,061,12137,11830,4527,1,14,211,5068,3095,12011,2021,42404,6468,4291,33
21,063,7781,7523,2019,9,0,46,2823,1566,6710,1983,28363,3371,1858,36
21,065,14547,14259,4560,0,0,64,6069,3230,14411,4203,29905,6866,4573,66
21,067,304473,231482,152309,2822,1437,5767,128170,56221,291027,56186,48667,136989,82841,6571
21,069,14505,14023,5697,24,0,88,6025,3380,14432,2830,33392,6601,4013,34
21,071,39087,38297,11926,15,29,171,16433,8881,38385,11342,30190,18163,10894,107
21,073,49509,41146,21388,267,26,441,21295,10118,47488,7175,46818,23219,15258,368
21,075,6550,4767,2329,12,0,24,2721,1435,6155,1517,32948,3365,2483,57
21,077,8554,7975,3703,3,0,103,3335,1731,8416,1340,48917,3813,2020,29
21,079,16880,16154,7010,49,0,43,7107,4121,16747,3462,44304,7460,5952,89
21,081,24667,23479,9864,3,2,125,9650,5681,24197,4419,46382,9953,6324,67
21,083,37451,34426,15198,76,0,164,15363,8585,36768,6811,39529,16766,12357,287
21,085,25934,25075,9784,12,22,114,10503,6131,25360,5871,33788,13530,9066,99
21,087,11186,10642,4531,5,0,35,4751,2550,11028,2323,34368,5305,4143,22
21,089,36656,35586,13055,50,0,111,15626,8848,36052,6482,44035,16329,12526,107
21,091,8654,8393,3591,4,0,24,3390,1992,8569,1372,50311,3730,2519,3
21,093,107565,85922,49533,193,7,956,42734,23546,103627,15444,49602,44786,29323,1916
21,095,28744,27463,7803,74,0,150,12054,6316,28168,9035,25186,13481,9111,72
21,097,18643,17675,7487,0,15,158,7804,3861,18259,3965,35957,8210,5520,77
21,099,18427,17196,6807,40,0,193,7454,4042,18122,4687,34771,8661,5981,29
21,101,46394,41066,19982,74,30,216,19489,10122,45371,8384,41006,20417,13896,351
21,103,15427,14387,6703,13,0,97,6412,3553,15128,2664,44764,6645,5027,78
21,105,4790,4207,1725,0,0,19,2123,1049,4572,733,42256,2342,1846,23
21,107,46684,42155,19276,5,38,397,19598,10270,45448,7867,42404,21237,15700,318
21,109,13370,13216,4107,97,0,58,5570,3252,13257,4198,27224,6523,4293,55
21,111,751485,549890,349017,9681,1240,6763,318655,141407,736068,123145,47692,339119,219978,14051
21,113,49601,45945,22243,55,13,545,20396,11394,47458,8092,50057,19647,14467,1381
21,115,23390,22941,6974,31,0,151,9761,5638,22795,5774,35026,10560,6393,132
21,117,161915,146730,76846,1644,84,1181,65702,31668,159397,22779,54817,69242,46676,2746
21,119,16139,15772,4608,22,0,113,6743,3258,15446,4097,31624,7446,4488,0
21,121,31857,31003,9112,91,0,171,13264,6757,31078,10495,25523,14474,7824,70
21,123,14149,13126,5500,0,0,128,5862,3141,13867,2479,39364,6229,4790,142
21,125,59535,57866,21131,33,9,231,24549,13955,58651,13674,35746,25416,15115,190
21,127,15850,15535,5364,9,0,71,6529,3914,15687,3692,36225,7276,4649,31
21,129,7681,7375,2124,0,0,20,2900,1421,6803,2274,23968,3438,2167,40
21,131,11128,10937,3091,58,0,36,4747,2590,10879,2600,29156,5268,3291,23
21,133,23965,23604,7159,16,0,67,10032,5739,23549,5760,31630,11598,7890,22
21,135,13848,13619,4324,59,0,90,5625,3223,13533,4471,27707,6477,4434,17
21,137,24546,23452,9061,20,1,58,10207,5579,24266,6057,35949,10854,7382,94
21,139,9443,9235,3600,21,0,37,3969,2480,9329,1441,40580,4825,3500,51
21,141,26844,24330,10191,17,32,118,11000,5837,26505,5685,36101,12320,9132,153
21,143,8415,7749,2677,7,0,93,3313,1723,7060,980,43715,4801,3125,24
21,145,65545,55944,28388,127,54,282,28158,13954,64179,11170,43650,31242,21854,1016
21,147,18073,16640,4407,4,0,56,6659,3631,16456,6197,20000,7469,4940,59
21,149,9510,9299,3918,26,10,63,3928,2320,9408,1803,40851,4259,3069,14
21,151,85485,78414,38502,155,282,2266,36427,16731,79314,17189,42155,35434,21803,452
21,153,13076,12941,3507,9,0,25,5337,3002,12922,3466,27947,5945,2864,20
21,155,19965,17627,7798,32,0,184,7687,3878,18712,3188,38478,8201,6311,56
21,157,31223,30662,12898,52,7,147,13291,7866,30615,3264,44539,15842,11296,79
21,159,12750,12001,2475,12,0,20,4625,2798,11221,3802,28040,5153,2918,17
21,161,17398,15647,7233,44,2,77,7331,3886,17048,3392,39783,8117,5740,248
21,163,29203,26800,11778,42,0,83,11424,6995,28936,4648,49379,12009,7590,612
21,165,6337,6127,2035,58,0,20,2536,1336,6158,1775,30313,3890,2853,37
21,167,21311,19823,8852,0,0,77,8962,4768,21075,3744,42658,10008,7704,96
21,169,10025,9588,3897,0,0,62,4101,2375,9893,2142,30453,4671,3435,45
21,171,10837,10418,4028,21,0,28,4442,2490,10678,2759,30378,5198,3707,39
21,173,26983,25398,10413,6,0,107,11220,5358,26593,6695,38373,11711,7637,414
21,175,13522,12753,3799,0,0,88,4937,3074,11769,3496,29730,5834,3436,19
21,177,31391,29141,11185,20,0,117,12871,7131,29973,6348,38849,13687,9883,22
21,179,44254,41057,19277,0,0,127,18090,9973,43879,7572,45655,18327,14381,224
21,181,7064,7034,3027,0,0,36,2899,1683,6900,1112,41996,3254,2327,12
21,183,23956,22896,8867,47,0,165,9688,5768,23525,5232,39574,10218,7157,9
21,185,61711,55775,27947,148,63,358,22774,14161,57198,3707,84447,20917,18337,639
21,187,10740,10337,4270,6,0,21,4459,2561,10698,1617,40995,5642,3844,27
21,189,4686,4525,1126,0,0,10,2034,992,4586,1797,19146,2143,1358,0
21,191,14642,14389,6469,53,0,22,5959,3146,14382,2144,46085,6321,4615,15
21,193,28261,27179,9130,23,0,214,11966,6511,27436,7306,32302,12801,7084,167
21,195,64380,62810,20019,149,3,506,27253,14610,63121,15238,32571,30306,16555,213
